Index,Hour_1,Day Type_1,Indoor Temperature (C)_1,Average Unmet Cooling Setpoint Difference (C)_1,Indoor Relative Humidity (%)_1,Equipment Electric Power (kWh)_1,DHW Heating (kWh)_1,Cooling Load (kWh)_1,Solar Generation (W/kW)_1,Occupant Count (people)_1,Temperature Set Point (C)_1,Hour_2,Day Type_2,Indoor Temperature (C)_2,Average Unmet Cooling Setpoint Difference (C)_2,Indoor Relative Humidity (%)_2,Equipment Electric Power (kWh)_2,DHW Heating (kWh)_2,Cooling Load (kWh)_2,Solar Generation (W/kW)_2,Occupant Count (people)_2,Temperature Set Point (C)_2,Hour_3,Day Type_3,Indoor Temperature (C)_3,Average Unmet Cooling Setpoint Difference (C)_3,Indoor Relative Humidity (%)_3,Equipment Electric Power (kWh)_3,DHW Heating (kWh)_3,Cooling Load (kWh)_3,Solar Generation (W/kW)_3,Occupant Count (people)_3,Temperature Set Point (C)_3,Outdoor Drybulb Temperature (C),Outdoor Relative Humidity (%),Diffuse Solar Radiation (W/m2),Direct Solar Radiation (W/m2),6h Outdoor Drybulb Temperature (C),12h Outdoor Drybulb Temperature (C),24h Outdoor Drybulb Temperature (C),6h Outdoor Relative Humidity (%),12h Outdoor Relative Humidity (%),24h Outdoor Relative Humidity (%),6h Diffuse Solar Radiation (W/m2),12h Diffuse Solar Radiation (W/m2),24h Diffuse Solar Radiation (W/m2),6h Direct Solar Radiation (W/m2),12h Direct Solar Radiation (W/m2),24h Direct Solar Radiation (W/m2),kg_CO2/kWh,Avg solar generation
1,0.0,0.6666666666666666,0.42905032472842214,0.1943747776220881,0.6835822534548188,0.0030857582118344793,0.012196668459833833,0.10550129528335778,0.0,1.0,0.4461538461538459,0.0,0.6666666666666666,0.7830094207898146,0.7338606238136296,0.40554195486693634,0.0021544207536491992,0.0,0.0,0.0,1.0,0.8333333333333289,0.0,0.6666666666666666,0.992257354250651,0.7027698359576288,0.29159694721673846,0.0031154325093492607,0.0,0.09767174791829147,0.0,1.0,0.9999999999999893,0.17317845828933479,0.7042698998418556,0.0,0.0,0.18490810162334909,0.8403056740126437,0.3437770270073759,0.6646415876702019,0.28396351523910407,0.7987746810145966,0.11842982981304626,0.21059271089471113,0.0,0.1356807868164123,0.9306514743030071,0.0,0.2972949730852275,0.0
2,0.043478260869565216,0.6666666666666666,0.30943362020810466,0.4241877186621548,0.8366913821020816,0.0014348633367607165,0.034901676977610124,0.13853339059871217,0.0,1.0,0.30769230769230793,0.043478260869565216,0.6666666666666666,0.7788648767726177,0.7260520821602323,0.420472070716933,0.0019909516288361003,0.0,0.0,0.0,1.0,0.833333333333331,0.043478260869565216,0.6666666666666666,0.9999497578872812,0.738936163919686,0.3063679435510549,0.002730630860741082,0.0,0.0387596917186955,0.0,1.0,0.9999999999999915,0.14202745512143616,0.8039008961518187,0.0,0.0,0.2985325785803002,0.8356941318701212,0.13249196645228087,0.8425916279925864,0.2358113935230949,0.9442481235464479,0.16991921509021457,0.16080729109030997,0.0,0.28434267736133517,0.7522639505865418,0.0,0.2064052633906714,0.0
3,0.08695652173913043,0.6666666666666666,0.30781618776286424,0.4044611575797435,0.842863855275108,0.0005492470207424688,0.012486280180634263,0.13747142370381907,0.0,1.0,0.3076923076923075,0.08695652173913043,0.6666666666666666,0.7636392985937093,0.6973662820061681,0.4422892116530078,0.0018405697258349692,0.0,0.0,0.0,1.0,0.8333333333333299,0.08695652173913043,0.6666666666666666,0.9999873232399609,0.7391127798292504,0.32611368765288007,0.002430790006444539,0.0,0.020880690025485427,0.0,1.0,0.9999999999999915,0.13305174234424497,0.8632050606220348,0.0,0.0,0.4178932677965029,0.8753678534835838,0.13991715882456338,0.5077734302806776,0.1407976328148497,0.5952023681352576,0.5632982883088901,0.14933605334932676,0.0,0.18620150565533755,0.9007041748865858,0.0,0.14616054592745412,0.0
4,0.13043478260869565,0.6666666666666666,0.30770406038374776,0.4030936274552792,0.8557797651920909,0.0,0.0,0.12606270610858478,0.0,1.0,0.3076923076923075,0.13043478260869565,0.6666666666666666,0.735161120394496,0.6437118776232783,0.46886711797622954,0.0021565774940964376,0.0,0.0,0.0,1.0,0.8333333333333299,0.13043478260869565,0.6666666666666666,0.9999838510092623,0.7390964549144211,0.3736824309402696,0.0027091220752053693,0.0,0.01057462486317325,0.0,1.0,0.9999999999999915,0.13146779303062311,0.8929889298892988,0.0,0.0,0.5060860030961644,0.9605409963548791,0.2960383610674964,0.38021273116827986,0.15716129372479276,0.9334773355670707,0.5390368798526243,0.18948211153252878,0.0,0.4406587788711982,0.7789178805937996,0.0,0.13498951020691372,0.0
5,0.17391304347826086,0.6666666666666666,0.3077020494957771,0.403069102224257,0.8736570805537801,0.0019301930378684315,0.0,0.10967128558124038,0.0,1.0,0.3076923076923075,0.17391304347826086,0.6666666666666666,0.6978840534220009,0.5734798981911959,0.5208363645345337,0.0038761166834163593,0.0,0.0,0.0,1.0,0.8333333333333299,0.17391304347826086,0.6666666666666666,0.9504665834404397,0.5062878526523629,0.45855150195829547,0.0047502931779088995,0.0,0.0,0.0,0.5,0.9999999999999915,0.12935586061246035,0.9085397996837111,0.0,0.0,0.6520031277562127,0.9024505026669738,0.1816130146714224,0.2670021070053309,0.1768513068129682,1.0,0.5914890421896094,0.13630870594169367,0.0,0.5388474759396739,0.8581574914510671,0.0,0.16712449031641505,0.0
6,0.21739130434782608,0.6666666666666666,0.3077021956598195,0.4030708848729906,0.907276665897088,0.0016898144847748771,0.07334243629599684,0.12590929129833459,0.0,1.0,0.3076923076923075,0.21739130434782608,0.6666666666666666,0.6671533647057462,0.5155816440327823,0.5724320652425219,0.007184468454961118,0.0,0.0,0.0,1.0,0.8333333333333299,0.21739130434782608,0.6666666666666666,0.9058347025816659,0.296448208640987,0.5332129461018245,0.012830849821725207,0.0,0.0,0.0,0.5,0.9999999999999915,0.13041182682154184,0.9110437532946758,0.0,0.0,0.7898788391257106,0.8549142645222187,0.22053644461990465,0.3086540242095001,0.15829794170832082,1.0,0.28660401712017286,0.1187108023859,0.0,0.8631261125316428,0.42703813561388393,0.0,0.218208262630185,0.0
7,0.2608695652173913,0.6666666666666666,0.3077013884133581,0.40306103951798544,0.9163595909289838,0.010349775689883794,0.19841161580927322,0.11678707443039281,0.03600103954530977,0.6666666666666666,0.3076923076923075,0.2608695652173913,0.6666666666666666,0.7583296446277733,0.4984656330394843,0.5482237437450852,0.012694041975723767,0.0,0.0,0.03600103954530977,1.0,0.9333333333333284,0.2608695652173913,0.6666666666666666,0.8020626900306884,0.7489242389005147,0.585286091774533,0.0333197847485846,0.09030046498033163,0.09964935323140058,0.03600103954530977,0.5,0.7999999999999957,0.19007391763463574,0.8180021085925144,0.13485815773052368,0.15701621187084097,0.8148962306998399,0.6637134292520793,0.1844154782191241,0.24894658259567568,0.14456237879168676,0.6860783012925178,0.29012112889059016,0.0750811250328196,0.11426669191616795,0.666149106742406,0.21405664418337902,0.15396571467528058,0.2649296630444003,0.03600103954530977
8,0.30434782608695654,0.6666666666666666,0.32297674237551677,0.40173099540885987,0.9107420617823867,0.0094968559588083,0.0,0.12439608860938367,0.1297596206397244,0.6666666666666666,0.32307692307692326,0.30434782608695654,0.6666666666666666,0.9545306343979271,0.7421874280493682,0.48448702396681165,0.03304968509127927,0.0,0.0,0.1297596206397244,1.0,0.9999999999999968,0.30434782608695654,0.6666666666666666,0.34281291903365474,0.7839212235455734,0.7913965307878993,0.052405719059219355,0.0,0.17668962062420399,0.1297596206397244,0.5,0.33333333333332765,0.2935586061246041,0.6647337901950449,0.218187490999856,0.29937251574293244,0.9229106024335838,0.6059151782858488,0.3310419981087027,0.11366826667817813,0.4601104267107376,0.5620603779471908,0.20935938077166083,0.0,0.3434114500242409,0.8672693204842458,0.0,0.33408947715871457,0.3370808987351508,0.12975962063972438
9,0.34782608695652173,0.6666666666666666,0.383794164922335,0.39294717433498916,0.8243951272848183,0.016556998357115316,0.7261251268821058,0.37941251034106566,0.3154720033219534,0.6666666666666666,0.3846153846153856,0.34782608695652173,0.6666666666666666,0.9973675636626792,0.8228944841403284,0.44082486648467917,0.05220569471333344,0.7585372450491297,0.6986188718176308,0.3154720033219534,1.0,0.9999999999999968,0.34782608695652173,0.6666666666666666,0.333403684275163,0.7396831041979045,0.7861334562336296,0.0767852008057976,0.305890153393637,0.4133145449870301,0.3154720033219534,0.5,0.33333333333332765,0.4181626187961986,0.5090933052187664,0.525152402438439,0.22037872359430127,0.9529408614769217,0.4374594454438195,0.5089217122834342,0.04667140993873715,0.2236067476882675,0.5825347349269615,0.26453731128108815,0.0,0.26650556750205195,0.9455203988677219,0.0,0.5193567495610296,0.4361386462394305,0.3154720033219534
10,0.391304347826087,0.6666666666666666,0.45233037911623125,0.29067181670751957,0.7365628426356191,0.009239029979567461,0.04718050219109488,0.23177948958451636,0.5708185460777268,0.3333333333333333,0.46153846153846073,0.391304347826087,0.6666666666666666,0.9994758946450788,0.8268666919940515,0.4431140338434719,0.07255800158810663,0.0,0.20245534031659398,0.5708185460777268,1.0,0.9999999999999968,0.391304347826087,0.6666666666666666,0.3332862203490502,0.7391308400323482,0.7656822330534067,0.09783898116418764,0.29911744798246764,0.489737399982897,0.5708185460777268,0.5,0.33333333333332765,0.542766631467793,0.374802319451766,0.6676906830509287,0.4524474119065696,0.9502098141626476,0.3869454155327151,0.6351607692519213,0.10146045608047624,0.5938811390516818,0.15787466845048967,0.27801697670006553,0.0,0.2696327574138631,0.789553632600023,0.0,0.7021292358313442,0.41624888901875995,0.5708185460777268
11,0.43478260869565216,0.6666666666666666,0.6101886848774535,0.3396302238058324,0.5527848994440845,0.008909839593965525,0.0,0.15589632756022495,0.802853350786668,0.3333333333333333,0.615384615384612,0.43478260869565216,0.6666666666666666,0.9994599894237187,0.8268367257099425,0.4365979155371293,0.07142867385161802,0.0,0.27343922258645337,0.802853350786668,1.0,1.0,0.43478260869565216,0.6666666666666666,0.33328449787718084,0.7391227417206473,0.7471264048625508,0.1413110792965673,0.07173841254633945,0.409634558870201,0.802853350786668,0.5,0.3333333333333234,0.6594508975712776,0.26449657353716394,0.7893006288100609,0.6028538251976241,0.9809687318412056,0.3276628576470157,0.7259871704613837,0.1311629999616655,0.4359604829058526,0.12690381433738396,0.2224297967956408,0.0,0.3121136067888377,0.6462877390026822,0.0,0.6228587247735342,0.5494637523802235,0.802853350786668
12,0.4782608695652174,0.6666666666666666,0.6153708204735436,0.40283268686661033,0.5440449424539598,0.009044625579412073,0.362797659954395,0.30326620889016503,0.9506888647655826,0.3333333333333333,0.6153846153846134,0.4782608695652174,0.6666666666666666,0.9993546874463886,0.8266383311766161,0.4230265539178941,0.05763772991151363,0.06605303418969904,0.32880453359266076,0.9506888647655826,0.0,0.9999999999999968,0.4782608695652174,0.6666666666666666,0.3332842292054648,0.739121478543361,0.7224783317033475,0.11512140249792194,0.08196845769928757,0.42978132002815705,0.9506888647655826,0.0,0.33333333333332765,0.7666314677930306,0.18133895624670535,0.2697883166130658,0.9759613237461481,0.8467777320702939,0.251922335506104,0.8121438830226573,0.036862554765614036,0.49784797337000486,0.2069927492468902,0.1580441403845361,0.0,0.39714141243635415,0.5555959278597241,0.0,0.8919926321757821,0.6861340172095037,0.9506888647655826
13,0.5217391304347826,0.6666666666666666,0.6153891226233723,0.4030559039027075,0.5359128238867663,0.009567748511844453,0.04961200011238478,0.28743349392144757,0.9718182811001398,0.3333333333333333,0.6153846153846144,0.5217391304347826,0.6666666666666666,0.999066141304639,0.8260946948785265,0.40239763824373886,0.06828990168702333,0.06605303353075843,0.41693801155513655,0.9718182811001398,1.0,0.9999999999999968,0.5217391304347826,0.6666666666666666,0.33328486553785935,0.7391244703008452,0.6901011966083735,0.09582348553857188,0.0,0.49296692066627457,0.9718182811001398,0.5,0.33333333333332765,0.8516367476240759,0.12032156035846073,0.2923966783468535,0.9427671832432674,0.8147522323304873,0.2430238589089708,0.9171415211851484,0.21675492416870465,0.8083322474815926,0.08530408132054025,0.12449271035285811,0.0,0.1923818006411148,0.36917831239482435,0.0,0.5704116660670604,0.704748572536158,0.9718182811001396
14,0.5652173913043478,0.6666666666666666,0.6153892153170984,0.40305703441572943,0.5227461928852252,0.0029868086827446,0.0,0.33083655952957935,0.9765931131658405,0.0,0.615384615384615,0.5652173913043478,0.6666666666666666,0.9986647114736564,0.8253383796981023,0.3761290080911475,0.04335826650479691,0.0,0.474638097708859,0.9765931131658405,0.0,0.9999999999999968,0.5652173913043478,0.6666666666666666,0.3332857410100146,0.7391285863891778,0.6510091251378523,0.07751835388652535,0.0,0.574318622337105,0.9765931131658405,0.5,0.3333333333333319,0.9139387539598731,0.07590933052187662,0.2806604905678491,0.960553347327051,0.5784325328814537,0.23446530742088392,0.9087165100248261,0.3407318497287613,0.815901133255016,0.19331548003776314,0.0,0.0,0.28151380996953557,0.0,0.0,0.43308788508506385,0.6869563426880813,0.9765931131658405
15,0.6086956521739131,0.6666666666666666,0.6153902050931286,0.40306910594142104,0.5076123022065997,0.003010662041003869,0.049610474236420656,0.4067502735283492,0.9166829190204654,0.0,0.615384615384615,0.6086956521739131,0.6666666666666666,0.997679405780074,0.8234820112972016,0.3451074850133661,0.03631007254860997,0.06605301230917222,0.5937040777202759,0.9166829190204654,0.0,0.9999999999999968,0.6086956521739131,0.6666666666666666,0.333287370304014,0.7391362466192001,0.6099843428867582,0.04712774135861833,0.0,0.6426409001038887,0.9166829190204654,0.0,0.33333333333332765,0.9461457233368531,0.0511333684765419,0.27384438151010415,0.9511745790719486,0.49572819960010434,0.21251333632786007,0.9009012033207637,0.3405820667489982,0.677166899552197,0.022325248478382798,0.0,0.0,0.2730369251237637,0.0,0.0,0.4466897498219348,0.6506627021352164,0.9166829190204654
16,0.6521739130434783,0.6666666666666666,0.6153896893497443,0.4030628158219142,0.4886610666272717,0.009852794457836747,0.22363445674411037,0.5665010592475805,0.7863132714685205,0.3333333333333333,0.615384615384615,0.6521739130434783,0.6666666666666666,0.9966787631134372,0.821596747222269,0.31420897253997476,0.14945833572554787,0.15469832571293804,0.6797839490123776,0.7863132714685205,1.0,0.9999999999999968,0.6521739130434783,0.6666666666666666,0.33328754203400496,0.7391370540187423,0.567305111056626,0.06018349478723764,0.16393384711412806,0.7391840824472045,0.7863132714685205,0.5,0.33333333333332765,0.9582893347412883,0.03215603584607272,0.2573081169298708,0.9101759635567863,0.4808614626275247,0.2088057403636433,0.9529139779939095,0.4453566278394941,0.6346715560331669,0.17084999993228722,0.0,0.0,0.18141520775374548,0.0,0.0,0.5735453968634684,0.6130748853155836,0.7863132714685205
